序号,代码,名称,市场代码简称,最新价(元) 2026.05.08,涨跌幅(%) 2026.05.08,区间振幅(%) 2026.05.06 - 2026.05.08,区间换手率(%) 2026.05.06 - 2026.05.08,RSI1(6日) 2026.05.08,MACD值 2026.05.08,ST股票,阶段强势股 2026.05.08,概念,收盘价(日线不复权)(元) 2026.05.08,成交额(元) 2026.05.08,流通市值(元) 2026.05.08,东财行业总分类,涨跌额(元) 2026.05.08,最高价(元) 2026.05.08,最低价(元) 2026.05.08,换手率(%) 2026.05.08,量比 2026.05.08,成交量(股) 2026.05.08,市盈率(动)(倍) 2026.05.08,市净率(倍) 2026.05.08,总市值(元) 2026.05.08
446,000727,冠捷科技,SZ,2.93,1.03,12.45,17.68,77.16,0.04,否,符合,两岸合作、数字经济、贬值受益、智能穿戴、腾讯概念、中马经济一体化、中俄贸易概念、物联网、阿里概念、云游戏、中越经济一体化、显示技术、昨日触板、AIGC概念、小盘价值、PCB、裸眼3D、数字阅读、智能医疗、长江三角、Shopee电商、无线耳机、电子后视镜、MiniLED、电子纸概念、昨日高振幅、标准普尔、华为概念、小米概念、跨境电商、消费电子概念、信创、MicroLED、央国企改革、智能家居、在线教育、人工智能、富士康概念、数字孪生、深股通、充电桩、虚拟现实、低价股、智慧城市、云办公、小盘股、电子竞技、一带一路、海峡两岸、汽车电子,2.93,8.25亿,132.72亿,电子-光学光电子-面板,0.030,2.96,2.88,6.24,1.86,2.83亿,-11.73,7.3626,132.72亿
447,603093,南华期货,SH,21.74,2.21,6.49,4.34,77.47,0.33,否,符合,小盘股、参股期货、数字经济、沪股通、参股券商,21.74,2.24亿,132.63亿,非银金融-多元金融-期货,0.470,21.98,21.05,1.69,1.45,1030.63万,19.05,2.7103,156.03亿
448,002975,博杰股份,SZ,124.45,0.04,12.38,30.92,81.02,3.54,否,符合,国产芯片、AIPC、存储芯片、新型工业化、腾讯概念、无人驾驶、富时罗素、MLCC、阿里概念、电子皮肤、机器人概念、中越经济一体化、液冷概念、半导体概念、苹果概念、先进封装、PCB、英伟达概念、无线耳机、粤港澳大湾区、5G概念、工业母机、电子烟、新能源车、华为概念、小米概念、通信技术、消费电子概念、毫米波概念、横琴新区、人工智能、混合现实、富士康概念、2025年报预增、PCB设备、AI眼镜、微通道水冷板、深股通、虚拟现实、智能座舱、机器视觉、人形机器人、比亚迪概念、一带一路、中欧经济一体化、高端装备、减速器、汽车电子、特斯拉概念,124.45,13.53亿,131.74亿,机械设备-自动化设备-工控设备,0.050,127.64,119.10,10.31,0.98,1091.85万,75.68,8.4769,199.50亿
449,000839,国安股份,SZ,3.36,10.16,13.47,4.92,76.33,0.03,否,符合,智慧政务、乡村振兴、2025年报扭亏、深股通、标准普尔、AI智能体、网络安全、IPO受益、创投、小盘股、AI内容审核、互联网金融、京津冀一体化、虚拟数字人、央国企改革、AI应用、DeepSeek概念、人工智能、中字头、富时罗素、AI语料、小盘成长、数据要素,3.36,1.72亿,131.71亿,通信-通信服务-通信应用增值服务,0.310,3.36,3.36,1.31,0.66,5116.39万,-1024.12,8.4805,131.71亿
450,300315,掌趣科技,SZ,5.18,0.39,5.79,10.70,77.44,0.11,否,符合,融资融券、职业教育、深股通、虚拟现实、AIGC概念、ChatGPT概念、网络游戏、小米概念、小盘股、电子竞技、英伟达概念、AI游戏、百度概念、AI应用、创业板综、人工智能、抖音概念(字节概念)、手机游戏、富时罗素、谷子经济、文娱消费、破增发价股,5.18,5.53亿,131.65亿,传媒-游戏Ⅱ-游戏Ⅲ,0.020,5.30,5.12,4.16,1.28,1.06亿,64.82,2.9965,140.25亿
451,603267,鸿远电子,SH,56.91,4.21,7.36,13.29,82.08,1.18,否,符合,军工、国产芯片、专精特新、融资融券、上证380、商业航天、沪股通、半导体概念、小盘价值、被动元件概念、军民融合、小盘股、京津冀一体化、卫星导航、导弹、CPO概念、富时罗素、2025年报预增、MLCC、汽车电子,56.91,7.22亿,131.51亿,国防军工-军工电子Ⅱ-军工电子Ⅲ,2.300,57.02,53.77,5.62,1.54,1298.96万,34.13,2.9108,131.51亿
452,300302,同有科技,SZ,35.50,5.56,26.55,58.02,90.50,2.21,否,符合,军工、国产芯片、数据安全、军工信息化、安防概念、专精特新、融资融券、东数西算、昨日高振幅、深股通、近期新高、长江存储、存储芯片、数据中心、昨日高换手、信创、卫星导航、百日新高 、创业板综、国产操作系统、富时罗素、物联网、大数据、云计算,35.50,24.97亿,130.93亿,计算机-计算机设备-其他计算机设备,1.870,36.04,32.50,19.40,1.04,7154.77万,48.79,15.4482,170.14亿
453,600326,西藏天路,SH,9.58,1.05,4.27,5.66,70.60,0.15,否,符合,金属铜、融资融券、西部大开发、水利建设、参股新三板、沪股通、雅下水电概念、绿色电力、标准普尔、反内卷概念、小盘股、水泥概念、一带一路、央国企改革、海绵城市、小金属概念、富时罗素、小盘成长、参股银行,9.58,2.92亿,130.52亿,建筑材料-水泥-水泥制造,0.100,9.72,9.41,2.24,1.06,3046.63万,-87.84,3.3310,130.52亿
454,300053,航宇微,SZ,19.98,2.57,13.18,29.41,75.09,0.44,否,符合,国产芯片、粤港澳大湾区、专精特新、东数西算、数字经济、EDA概念、存储芯片、AI芯片、卫星遥感、SRAM存储、央国企改革、横琴新区、人工智能、中科宇航、富时罗素、MCU芯片、人脸识别、机器人概念、卫星互联网、数据要素、安防概念、飞行汽车(eVTOL)、低空经济、融资融券、深股通、算力概念、商业航天、半导体概念、智慧城市、先进封装、数据中心、小盘股、国产软件、生物识别、卫星导航、创业板综、时空大数据、汽车芯片、小盘成长、地下管网、大数据,19.98,11.67亿,130.03亿,电子-半导体-数字芯片设计,0.500,20.06,19.07,9.11,1.21,5929.80万,-186.03,9.8454,139.24亿
455,603938,三孚股份,SH,33.97,4.11,21.79,18.63,80.79,0.77,否,符合,国产芯片、专精特新、融资融券、两岸合作、昨日高振幅、化工原料、近期新高、昨日首板、沪股通、硅能源、半导体概念、存储芯片、碳化硅、最近多板、东方财富热股、氢能源、光伏概念、京津冀一体化、光纤概念、工业气体、百日新高 、有机硅概念、海峡两岸、电子特气,33.97,13.14亿,129.98亿,基础化工-化学原料-其他化学原料,1.340,34.68,32.80,10.16,2.65,3886.95万,83.64,5.1166,129.98亿
456,600158,中体产业,SH,13.49,1.66,16.54,49.93,83.34,0.50,否,符合,彩票概念、首发经济、职业教育、融资融券、昨日高振幅、数字经济、体育产业、昨日触板、足球概念、沪股通、旅游概念、数据中心、昨日高换手、冰雪经济、京津冀一体化、央国企改革、NFT概念、在线教育、昨日炸板、中字头、文娱消费,13.49,19.14亿,129.44亿,社会服务-体育Ⅱ-体育Ⅲ,0.220,13.62,12.99,14.96,1.35,1.44亿,-564.47,5.3939,129.44亿
457,300201,海伦哲,SZ,12.88,-1.68,13.60,14.30,75.42,0.16,否,符合,军工、2026—季报预增、低空经济、深股通、工程机械概念、无人机、工业互联、核污染防治、宁德时代概念、苹果概念、军民融合、储能概念、电力物联网、锂电池概念、智能电网、创业板综、高端装备、无人驾驶、股权激励、机器人概念,12.88,4.34亿,129.27亿,机械设备-工程机械-工程机械整机,-0.220,13.15,12.83,3.34,0.81,3350.31万,75.56,6.9022,129.96亿
458,688155,先惠技术,SH,101.66,-2.87,8.71,18.61,70.65,4.12,否,符合,专精特新、融资融券、车联网(车路云)、新能源车、沪股通、宁德时代概念、新型工业化、电池技术、固态电池、一带一路、锂电池概念、DeepSeek概念、人工智能、中欧经济一体化、高端装备、2025年报预增、电池设备、机器人概念、大数据、数据要素,101.66,5.25亿,128.53亿,电力设备-电池-锂电池,-3.000,106.98,100.83,4.05,0.77,512.36万,20.93,5.2353,128.53亿
459,300042,朗科科技,SZ,63.85,-3.70,28.75,80.49,77.64,3.09,否,符合,国产芯片、粤港澳大湾区、东数西算、贬值受益、存储芯片、深圳特区、最近多板、昨日高换手、消费电子概念、智能穿戴、跨境电商、华为昇腾、算力租赁、央国企改革、DeepSeek概念、华为鲲鹏、融资融券、2025年报扭亏、AI眼镜、深股通、算力概念、知识产权、智慧城市、数据中心、虚拟数字人、创业板综、时空大数据、汽车芯片、DRAM存储、大数据,63.85,27.95亿,127.94亿,计算机-计算机设备-其他计算机设备,-2.450,66.16,63.50,21.66,0.95,4340.46万,39.06,11.2713,127.96亿
460,300850,新强联,SZ,42.50,-0.09,3.99,16.11,59.69,0.76,否,符合,小盘股、主轴承、海工装备、融资融券、深股通、创业板综、高端装备、2025年报预增、小盘成长、绿色电力、风能,42.50,6.02亿,127.83亿,电力设备-风电设备-风电零部件,-0.040,42.83,41.80,4.74,0.65,1424.24万,29.41,2.5040,175.99亿
461,688321,微芯生物,SH,31.30,-2.34,4.89,8.86,55.64,0.32,否,符合,粤港澳大湾区、专精特新、融资融券、2025年报扭亏、病毒防治、转债标的、沪股通、深圳特区、肝炎概念、小盘股、猴痘概念、医药电商、AI应用、中俄贸易概念、病原体防治、DeepSeek概念、股权激励、减肥药、创新药、小盘成长、智能医疗、PD-1、ADC药物,31.30,3.27亿,127.64亿,医药生物-化学制药-化学制剂,-0.750,32.40,31.28,2.54,0.83,1037.46万,122.60,5.6931,138.64亿
462,600683,京投发展,SH,17.23,10.03,20.48,15.22,95.91,0.78,否,符合,昨日高振幅、北交所概念、近期新高、长期破净、旅游概念、养老概念、特色小镇、创投、土地流转、历史新高 、京津冀一体化、央国企改革、百日新高 、长江三角,17.23,6.00亿,127.64亿,房地产-房地产开发-住宅开发,1.570,17.23,15.82,4.76,1.06,3522.43万,-24.87,-10.1414,127.64亿
463,301207,华兰疫苗,SZ,21.19,7.95,10.67,5.31,79.83,0.22,否,符合,小盘股、流感、融资融券、深股通、病原体防治、创业板综、破发股、禽流感、肝炎概念、生物疫苗,21.19,4.35亿,127.28亿,医药生物-生物制品-疫苗,1.560,21.30,20.00,3.47,4.46,2081.34万,85.21,2.2181,127.36亿
464,600058,五矿发展,SH,11.78,3.51,9.08,4.49,74.77,0.21,否,符合,电商概念、金属铬、内贸流通、新材料、融资融券、乡村振兴、一带一路、央国企改革、微利股、小金属概念、统一大市场、沪股通,11.78,2.80亿,126.27亿,商贸零售-贸易Ⅱ-贸易Ⅲ,0.400,12.15,11.30,2.22,1.96,2376.22万,185.70,2.5891,126.27亿
465,002698,博实股份,SZ,14.98,-1.19,18.23,11.25,72.42,0.36,否,符合,专精特新、昨日高振幅、转债标的、灵巧手、工业互联、3D打印、标准普尔、深成500、新型工业化、黑龙江自贸区、最近多板、东方财富热股、创投、污水处理、中俄贸易概念、人工智能、富时罗素、机器人概念、医疗器械概念、融资融券、深股通、昨日首板、小盘股、人形机器人、高端装备、智能医疗、智能物流,14.98,4.90亿,125.87亿,机械设备-自动化设备-机器人,-0.180,15.24,14.81,3.88,1.68,3260.52万,48.84,3.6253,153.18亿
466,300328,宜安科技,SZ,18.29,-1.08,6.87,18.97,69.97,0.45,否,符合,5G概念、新能源车、柔性屏(折叠屏)、宁德时代概念、华为概念、小米概念、通信技术、智能穿戴、消费电子概念、央国企改革、毫米波概念、人工智能、小金属概念、机器人概念、医疗器械概念、融资融券、AI眼镜、深股通、智能座舱、商业航天、小盘股、新材料、汽车一体化压铸、人形机器人、比亚迪概念、有机硅概念、创业板综、特斯拉概念,18.29,5.37亿,125.66亿,有色金属-工业金属-铝,-0.200,18.46,18.05,4.28,0.60,2941.61万,-164.61,12.2767,126.28亿
467,688091,上海谊众,SH,60.60,0.02,12.81,9.52,78.59,1.06,否,符合,小盘股、融资融券、2025年报预增、创新药、小盘成长、沪股通,60.60,3.46亿,125.26亿,医药生物-化学制药-化学制剂,0.010,61.86,59.00,2.78,0.99,574.83万,172.37,8.6479,125.26亿
468,001339,智微智能,SZ,100.46,-0.34,12.47,32.77,95.01,5.44,否,符合,国产芯片、粤港澳大湾区、专精特新、车联网(车路云)、鸿蒙概念、5G概念、东数西算、AIPC、昨日高振幅、工业互联、新型工业化、消费电子概念、信创、算力租赁、边缘计算、DeepSeek概念、在线教育、人工智能、中国AI 50、物联网、人脸识别、机器人概念、数据安全、安防概念、控制系统、深股通、算力概念、智能座舱、智慧城市、网络安全、云办公、小盘股、英伟达概念、机器视觉、人形机器人、ETC、小盘成长、智能医疗,100.46,12.12亿,125.11亿,计算机-计算机设备-其他计算机设备,-0.340,102.00,96.77,9.80,0.71,1220.15万,58.06,10.7288,253.45亿
469,002043,兔 宝 宝,SZ,15.45,1.58,7.89,5.10,70.97,0.43,否,符合,小盘股、电商概念、融资融券、共同富裕示范区、智能家居、深股通、高股息精选、富时罗素、长江三角、小盘价值、红利股,15.45,1.60亿,124.76亿,建筑材料-装修建材-其他建材Ⅲ,0.240,15.65,15.22,1.28,0.80,1033.22万,21.65,3.7178,128.20亿
470,603039,泛微网络,SH,48.62,-1.00,9.44,17.85,69.86,1.01,否,符合,智慧政务、融资融券、鸿蒙概念、昨日高振幅、数字经济、华为盘古、沪股通、标准普尔、AI智能体、华为概念、云办公、小盘股、国产软件、腾讯概念、信创、AI应用、DeepSeek概念、腾讯云、财税数字化、中国AI 50、人工智能、富时罗素,48.62,7.00亿,124.65亿,计算机-软件开发-横向通用软件,-0.490,49.95,48.25,5.60,1.31,1434.39万,50.15,4.7075,124.65亿
471,000628,高新发展,SZ,64.78,-0.43,7.07,34.47,63.16,0.68,否,符合,国产芯片、智慧政务、数字孪生、融资融券、PPP模式、西部大开发、参股期货、深股通、虚拟电厂、新能源车、智慧城市、深成500、工程建设、小盘股、创投、成渝特区、央国企改革、微利股、汽车芯片、2025年报预增、小盘成长、物联网、新型城镇化、数据要素,64.78,10.79亿,124.53亿,建筑装饰-房屋建设Ⅱ-房屋建设Ⅲ,-0.280,66.99,63.43,8.60,0.89,1652.38万,3187.37,10.3767,228.21亿
472,688556,高测股份,SH,14.98,3.81,13.39,17.74,75.23,0.34,否,符合,国产芯片、多模态AI、融资融券、第三代半导体、沪股通、半导体概念、蓝宝石、光伏概念、机器视觉、人形机器人、减速器、机器人概念、破增发价股,14.98,8.12亿,124.45亿,电力设备-光伏设备-光伏加工设备,0.550,15.17,14.16,6.64,1.43,5515.27万,-61.94,3.1960,124.45亿
473,601882,海天精工,SH,23.79,6.63,21.36,8.42,92.06,1.02,否,符合,工业母机、融资融券、共同富裕示范区、昨日高振幅、百日新高 、近期新高、高端装备、上证380、沪股通、新型工业化,23.79,4.33亿,124.18亿,机械设备-通用设备-机床工具,1.480,24.20,22.17,3.55,2.28,1854.92万,27.88,4.2770,124.18亿
474,688306,均普智能,SH,10.09,4.78,11.96,4.27,85.25,0.17,否,符合,专精特新、共同富裕示范区、贬值受益、新能源车、AI智能体、新型工业化、固态电池、眼科医疗、DeepSeek概念、毫米波概念、无人驾驶、人工智能、脑机接口、机器人概念、医疗器械概念、融资融券、华为汽车、沪股通、银河通用、线控系统、小盘股、氢能源、机器视觉、人形机器人、锂电池概念、汽车热管理、减速器、传感器、汽车电子,10.09,2.54亿,123.93亿,机械设备-自动化设备-其他自动化设备,0.460,10.38,9.55,2.06,2.38,2524.20万,-90.31,7.0840,123.93亿
475,000818,航锦科技,SZ,18.82,1.51,26.04,34.09,85.18,1.44,否,符合,北斗导航、国产芯片、5G概念、东数西算、昨日高振幅、化工原料、光通信模块、燃料电池概念、存储芯片、标准普尔、深成500、铜缆高速连接、军民融合、最近多板、通信技术、东方财富热股、创投、电池技术、算力租赁、央国企改革、边缘计算、DeepSeek概念、CPO概念、人工智能、富时罗素、卫星互联网、数据要素、云计算、军工、环氧丙烷、融资融券、深股通、算力概念、半导体概念、数据中心、OpenClaw算力、小盘股、氢能源、英伟达概念、卫星导航,18.82,21.75亿,123.88亿,基础化工-化学原料-氯碱,0.280,19.64,18.61,17.28,1.97,1.14亿,192.14,5.6839,124.21亿
