序号,代码,名称,市场代码简称,最新价(元) 2026.04.30,涨跌幅(%) 2026.04.30,证券类型,低位 2026.04.30,个股题材,申万行业分类,主力净额合计 2026.04.28 - 2026.04.30,东财行业总分类,概念,涨跌额(元) 2026.04.30,最高价(元) 2026.04.30,最低价(元) 2026.04.30,换手率(%) 2026.04.30,量比 2026.04.30,成交量(股) 2026.04.30,成交额(元) 2026.04.30,市盈率(动)(倍) 2026.04.30,市净率(倍) 2026.04.30,总市值(元) 2026.04.30,流通市值(元) 2026.04.30
1139,605188,国光连锁,SH,16.12,1.70,A股,符合,电商概念、电子商务概念、新零售、商业百货、无人零售,商贸零售-一般零售-超市,-1680.76万,商贸零售-一般零售-超市,电商概念、内贸流通、新零售、沪股通、智能物流、冷链物流、预制菜概念,0.270,16.65,15.80,1.49,0.80,748.80万,1.21亿,76.22,6.6148,80.98亿,80.98亿
1140,300584,海辰药业,SZ,42.27,-2.42,A股,符合,固态电池材料、固态电池、电池概念、VC概念、熊去氧胆酸、硫化锂、痘病毒防治、幽门螺杆菌概念,医药生物-化学制药-化学制剂,-1682.83万,医药生物-化学制药-化学制剂,深股通、肝炎概念、电池技术、硫化物、电解液添加剂、固态电池、仿制药一致性评价、猴痘概念、锂电池概念、病原体防治、创业板综、辅助生殖、创新药、幽门螺杆菌概念,-1.050,43.32,41.75,4.87,0.95,399.85万,1.69亿,73.03,4.7379,50.72亿,34.71亿
1141,300508,维宏股份,SZ,32.10,-0.31,A股,符合,工业母机、工业互联网、智能制造,计算机-计算机设备-其他计算机设备,-1686.79万,计算机-计算机设备-其他计算机设备,专精特新、工业母机、工业互联、新型工业化、互联网服务、信创、机器视觉、人形机器人、创业板综、高端装备、牙科医疗、物联网、机器人概念、3D玻璃,-0.100,32.52,31.99,1.83,0.52,150.21万,4829.85万,-48.72,4.1109,34.94亿,26.32亿
1142,000409,云鼎科技,SZ,10.16,0.30,A股,符合,北斗导航、多模态AI、黑色金属、ai应用、工业互联网、算力概念、华为云、铁矿石、ChatGPT概念、商业航天、网络安全、AI智能体、华为概念、数据中心、军民融合、华为鸿蒙、腾讯概念、华为昇腾、人工智能、物联网、数据要素,计算机-IT服务Ⅱ-IT服务Ⅲ,-1699.15万,计算机-IT服务Ⅱ-IT服务Ⅲ,北斗导航、多模态AI、5G概念、东数西算、鸿蒙概念、数字经济、ERP概念、工业互联、参股新三板、AI智能体、新型工业化、华为概念、军民融合、智能穿戴、腾讯概念、华为昇腾、央国企改革、AI应用、DeepSeek概念、人工智能、国产操作系统、物联网、机器人概念、数据要素、云计算、空间计算、数字孪生、深股通、华为盘古、ChatGPT概念、网络安全、数据中心、互联网服务、光伏概念、卫星导航、煤化工概念、智能电网、时空大数据,0.030,10.19,10.10,0.55,0.36,326.16万,3309.38万,87.13,4.1943,68.86亿,59.99亿
1143,000903,ST云动,SZ,2.19,-3.52,A股,符合,移动支付、燃料电池、无人配送、新能源车、无人机、华为概念、氢能源、发电机概念、无人车辆、汽车零部件、无人驾驶、充电、机器人概念,汽车-汽车零部件-底盘与发动机系统,-1713.89万,汽车-汽车零部件-底盘与发动机系统,国产芯片、西部大开发、乡村振兴、燃料电池概念、新能源车、华为概念、长安汽车概念、电池技术、发电机概念、农机、央国企改革、无人驾驶、富时罗素、人脸识别、机器人概念、破增发价股、移动支付、低空经济、充电桩、无人配送、无人机、低价股、氢能源、汽车芯片、智能物流、传感器、汽车电子,-0.080,2.25,2.16,4.51,4.39,8668.00万,1.89亿,-27.30,6.8883,42.37亿,42.05亿
1144,300525,博思软件,SZ,10.05,0.60,A股,符合,区块链、乡村振兴、数字经济、ai应用、宇树机器人、CANN概念、AI智能体、华为概念、腾讯概念、AI应用、DeepSeek概念、人工智能、国产操作系统、腾讯元宝、数据要素、化债(AMC)概念、智慧政务、数字货币、ChatGPT概念、国产替代、国产软件、数据确权、财税数字化、腾讯云、大数据,计算机-软件开发-垂直应用软件,-1718.32万,计算机-软件开发-垂直应用软件,区块链、乡村振兴、数字经济、数字乡村、AI智能体、华为概念、腾讯概念、信创、互联网金融、AI应用、DeepSeek概念、人工智能、中国AI 50、机器人概念、化债(AMC)概念、数据要素、云计算、智慧政务、福建自贸区、融资融券、移动支付、数字货币、深股通、2025年报预减、智慧城市、网络安全、小盘价值、小盘股、国产软件、财税数字化、海峡两岸、创业板综、智能医疗,0.060,10.14,9.98,1.79,0.84,1117.60万,1.12亿,-30.54,3.0482,76.22亿,62.65亿
1145,002228,合兴包装,SZ,3.90,1.04,A股,符合,数字水印、纸制品、海峡两岸、小米概念,轻工制造-包装印刷-纸包装,-1720.02万,轻工制造-包装印刷-纸包装,福建自贸区、包装材料、数字水印、海峡两岸、高股息精选、包装、小米概念,0.040,3.91,3.85,2.03,0.72,2456.53万,9541.30万,29.07,1.5723,47.32亿,47.16亿
1146,000759,中百集团,SZ,5.49,0.00,A股,符合,湖北国资、社区团购、零售概念、商业百货、国资重组、供销社概念、一带一路、免税店、新零售、免税概念、无人零售、降解塑料、湖北自贸,商贸零售-一般零售-超市,-1736.02万,商贸零售-一般零售-超市,内贸流通、乡村振兴、深股通、社区团购、谷子店、预制菜概念、跨境电商、腾讯概念、农业种植、一带一路、央国企改革、免税店、新零售、抖音概念(字节概念)、统一大市场、谷子经济、智能物流、湖北三资改革、降解塑料、冷链物流、湖北自贸,0.000,5.60,5.45,2.37,0.74,1557.19万,8603.19万,-9.33,5.0248,36.37亿,36.00亿
1147,688509,正元地信,SH,4.51,0.22,A股,符合,智能无人机、科创板成分股、无人机、智慧城市、华为概念、PPP、信创、DeepSeek概念、时空大数据、物联网、地下管网、大数据、云计算,计算机-IT服务Ⅱ-IT服务Ⅲ,-1742.91万,计算机-IT服务Ⅱ-IT服务Ⅲ,军工信息化、空间计算、融资融券、低空经济、PPP模式、数字经济、无人机、数字乡村、智慧城市、碳交易、华为概念、互联网服务、信创、卫星导航、央国企改革、DeepSeek概念、人工智能、时空大数据、物联网、地下管网、大数据、数据要素、华为欧拉,0.010,4.53,4.44,2.31,1.06,890.01万,4003.02万,-26.70,3.1499,34.73亿,17.35亿
1148,603325,博隆技术,SH,64.65,-0.69,A股,符合,关税、AI智能体,机械设备-专用设备-能源及重型设备,-1747.74万,机械设备-专用设备-能源及重型设备,专精特新、融资融券、沪股通、新型工业化,-0.450,65.17,64.48,1.62,0.38,55.26万,3576.61万,39.33,1.8669,51.72亿,22.10亿
1149,601156,东航物流,SH,16.00,-1.30,A股,符合,跨境电商、疫苗冷链、敦煌网、深海经济、关税、东盟自贸区概念、贸易战、一带一路、物流行业、港珠澳大桥、冷链物流、快递概念,交通运输-物流-跨境物流,-1748.45万,交通运输-物流-跨境物流,中盘价值、中盘股、融资融券、贬值受益、上证380、中证500、沪股通、跨境电商、一带一路、拼多多概念、央国企改革、中欧经济一体化、统一大市场、智能物流、冷链物流、快递概念,-0.210,16.59,15.95,1.10,1.29,1040.30万,1.68亿,10.98,1.2565,254.01亿,151.14亿
1150,603284,林平发展,SH,47.02,-0.65,A股,符合,-,轻工制造-造纸-大宗用纸,-1748.87万,轻工制造-造纸-大宗用纸,专精特新、融资融券、乡村振兴、造纸印刷、注册制次新股、次新股、参股银行,-0.310,47.30,46.46,7.60,0.56,140.38万,6592.86万,18.86,1.6019,35.46亿,8.69亿
1151,920961,创远信科,BJ,19.01,-3.50,A股,符合,军工、军工信息化、北斗导航、6G概念、5G概念、低空经济、车联网(车路云)、军工装备、spacex、商业航天、华为概念、国产替代、卫星导航、无人驾驶、人工智能、机器人概念、卫星互联网,机械设备-通用设备-仪器仪表,-1750.78万,机械设备-通用设备-仪器仪表,北斗导航、国产芯片、专精特新、5G概念、车联网(车路云)、通感一体化、华为概念、通信技术、毫米波概念、无人驾驶、机器人概念、卫星互联网、军工、6G芯片、军工信息化、6G概念、低空经济、融资融券、2025年报预减、商业航天、半导体概念、卫星导航、星闪概念、太赫兹、WiFi,-0.690,19.16,18.22,4.63,1.17,480.92万,9019.13万,-76.75,3.6140,27.15亿,19.76亿
1152,300493,润欣科技,SZ,16.19,1.57,A股,符合,国产芯片、抖音豆包、5G概念、ai应用、AI智能体、华为概念、AI芯片、智能穿戴、华为昇腾、边缘计算、智能家居、模拟芯片、端侧、DeepSeek概念、阶跃星辰、人工智能、物联网、AI手机、移动支付、AI眼镜、摩尔线程概念、算力概念、soc芯片、gpu、汽车芯片、VR&AR、Chiplet概念、无线耳机、大数据、米哈游,电子-其他电子Ⅱ-其他电子Ⅲ,-1753.40万,电子-其他电子Ⅱ-其他电子Ⅲ,国产芯片、专精特新、5G概念、存储芯片、AI芯片、通信技术、智能穿戴、消费电子概念、智能家居、边缘计算、人工智能、2025年报预增、物联网、移动支付、融资融券、AI眼镜、深股通、虚拟现实、ASIC芯片、半导体概念、先进封装、芯片分销、智能音箱、养老概念、数据中心、海峡两岸、创业板综、抖音概念(字节概念)、汽车芯片、智能医疗、传感器、无线耳机、汽车电子,0.250,16.23,15.87,2.33,1.11,1180.05万,1.90亿,123.11,7.1616,82.98亿,82.02亿
1153,301082,久盛电气,SZ,12.35,-1.52,A股,符合,国产替代、供给侧改革、核能核电、可控核聚变、熔盐储能、储能,电力设备-电网设备-线缆部件及其他,-1759.06万,电力设备-电网设备-线缆部件及其他,专精特新、储能概念、核能核电、融资融券、可控核聚变、2025年报扭亏、高压快充、页岩气、创业板综、熔盐储能、电源电缆、光热发电,-0.190,12.62,12.31,1.47,0.68,400.81万,4972.28万,-133.40,3.5808,36.33亿,33.68亿
1154,002773,康弘药业,SZ,24.63,-1.00,A股,符合,医药科技、家庭医生、医疗科技、医疗健康、阿兹海默、创新药、眼科、传统中药,医药生物-生物制品-其他生物制品,-1759.06万,医药生物-生物制品-其他生物制品,中盘股、合成生物、融资融券、医疗器械概念、西部大开发、深股通、中证500、标准普尔、深成500、单抗概念、中药概念、眼科医疗、阿兹海默、富时罗素、创新药,-0.250,25.07,24.52,0.76,0.51,521.27万,1.29亿,18.45,2.3621,226.92亿,169.15亿
1155,920036,觅睿科技,BJ,41.02,1.91,A股,符合,-,计算机-计算机设备-安防设备,-1759.90万,计算机-计算机设备-安防设备,跨境电商、安防概念、专精特新、多模态AI、融资融券、AI应用、贬值受益、宠物经济、物联网、婴童概念、次新股、AI智能体,0.770,42.20,39.88,14.61,0.98,190.88万,7832.17万,147.10,3.7589,22.32亿,5.36亿
1156,301011,华立科技,SZ,19.91,0.45,A股,符合,广东自贸、手游、疯狂动物城、英雄联盟、元宇宙概念、区域经济、VR&AR、谷子经济、泡泡玛特、通义千问、婴童概念、育儿概念,轻工制造-文娱用品-娱乐用品,-1764.17万,轻工制造-文娱用品-娱乐用品,粤港澳大湾区、融资融券、两岸合作、虚拟现实、元宇宙概念、新消费、电子竞技、增强现实、海峡两岸、创业板综、谷子经济、婴童概念、破增发价股,0.090,20.28,19.70,1.19,0.51,174.49万,3477.18万,-73.29,3.2321,30.73亿,29.18亿
1157,600916,中国黄金,SH,8.94,0.11,A股,符合,黄金概念、黄金制品销售,纺织服饰-饰品-钟表珠宝,-1775.24万,纺织服饰-饰品-钟表珠宝,小盘股、内贸流通、培育钻石、融资融券、央国企改革、2025年报预减、上证380、中字头、黄金连锁零售商、沪股通、黄金概念、小盘价值,0.010,8.98,8.84,1.34,0.97,2247.57万,2.00亿,22.93,2.0569,150.19亿,150.19亿
1158,920978,开特股份,BJ,25.30,-4.24,A股,符合,华为汽车、小米汽车、比亚迪概念、智能驾驶、新能源车、汽车零部件、汽车热管理、传感器、机器人概念、储能、进口博览会、天神之眼,汽车-汽车零部件-底盘与发动机系统,-1783.04万,汽车-汽车零部件-底盘与发动机系统,专精特新、融资融券、华为汽车、液冷概念、新能源车、长安汽车概念、储能概念、小米汽车、比亚迪概念、汽车热管理、传感器、机器人概念、汽车电子,-1.120,26.36,25.10,3.78,1.52,381.62万,9801.97万,34.79,5.5653,45.55亿,25.54亿
1159,000852,石化机械,SZ,7.27,0.83,A股,符合,氢能源、深海经济、关税、海工装备、一带一路、可燃冰、制造业、页岩气、中原经济区、油气设服、天然气、深地概念,机械设备-专用设备-能源及重型设备,-1784.60万,机械设备-专用设备-能源及重型设备,雄安新区、专精特新、海工装备、融资融券、数字经济、深股通、页岩气、俄乌冲突概念、2025年报预减、工业互联、氢能源、油气资源、一带一路、可燃冰、央国企改革、高端装备、油气设服、天然气、湖北三资改革、地下管网,0.060,7.32,7.20,1.35,0.79,1275.74万,9263.37万,-271.56,2.2226,69.50亿,68.76亿
1160,301678,新恒汇,SZ,58.79,2.58,A股,符合,半导体材料、半导体、物联网、eSIM,电子-半导体-半导体材料,-1785.78万,电子-半导体-半导体材料,国产芯片、专精特新、融资融券、深股通、注册制次新股、半导体概念、次新股、小盘股、消费电子概念、创业板综、人工智能、小盘成长、物联网,1.480,59.05,56.92,4.63,1.09,222.05万,1.29亿,355.90,7.3329,140.83亿,28.17亿
1161,300963,中洲特材,SZ,16.84,1.26,A股,符合,军工、超聚变概念、供给侧改革、核能核电、可控核聚变、军工装备、3D打印、超超临界发电、钢材、医疗器械,有色金属-金属新材料-其他金属新材料,-1790.31万,有色金属-金属新材料-其他金属新材料,军工、国产芯片、医疗器械概念、融资融券、深股通、页岩气、新能源车、3D打印、超超临界发电、光伏概念、新材料、核能核电、油气资源、可控核聚变、中俄贸易概念、创业板综、牙科医疗,0.210,16.88,16.56,2.57,0.89,716.04万,1.20亿,100.44,6.8787,77.23亿,46.87亿
